company,location,total_laid_off,date,percentage_laid_off,industry,stage,funds_raised,country,date_added,months,year,company_stage,funding_level,layoff_severity,full_shutdown,covid_period,layoff_percentage
cerebral,sf bay area,82.0,2022-05-31,0.2,healthcare,series c,462.0,united states,2022-06-03,5,2022,growth,very high funding,severe,0,after covid,20.0
swvl,"dubai, non-u.s.",400.0,2022-05-30,0.32,transportation,post-ipo,132.0,united arab emirates,2022-05-31,5,2022,mature,medium funding,full shutdown,0,after covid,32.0
mobile premier league,"bengaluru, non-u.s.",100.0,2022-05-30,0.1,consumer,series e,375.0,india,2022-05-31,5,2022,growth,high funding,low,0,after covid,10.0
sumup,"sao paulo, non-u.s.",100.0,2022-05-30,0.03,finance,unknown,50.0,brazil,2022-05-31,5,2022,unknown,low funding,low,0,after covid,3.0
tempus ex,sf bay area,79.0,2022-05-30,0.14,data,unknown,36.0,united states,2022-06-16,5,2022,unknown,low funding,moderate,0,after covid,14.000000000000002
frontrow,"bengaluru, non-u.s.",145.0,2022-05-27,0.3,education,series a,17.0,india,2022-05-31,5,2022,startup,low funding,full shutdown,0,after covid,30.0
daloopa,"new delhi, non-u.s.",40.0,2022-05-27,0.14,data,series a,23.0,india,2022-06-02,5,2022,startup,low funding,moderate,0,after covid,14.000000000000002
uncapped,"london, non-u.s.",29.0,2022-05-27,0.26,finance,unknown,118.0,united kingdom,2022-05-28,5,2022,unknown,medium funding,full shutdown,0,after covid,26.0
akerna,denver,65.0,2022-05-27,0.15,logistics,unknown,46.0,united states,2022-06-11,5,2022,unknown,low funding,moderate,0,after covid,15.0
terminus,atlanta,58.0,2022-05-27,0.14,marketing,series c,120.0,united states,2022-05-28,5,2022,growth,medium funding,moderate,0,after covid,14.000000000000002
terminus,atlanta,58.0,2022-05-27,0.14,marketing,unknown,192.0,united states,2023-02-19,5,2022,unknown,high funding,moderate,0,after covid,14.000000000000002
vtex,"sao paulo, non-u.s.",200.0,2022-05-26,0.13,retail,post-ipo,365.0,brazil,2022-05-27,5,2022,mature,high funding,moderate,0,after covid,13.0
bitso,"mexico city, non-u.s.",80.0,2022-05-26,0.11,crypto,series c,378.0,mexico,2022-05-27,5,2022,growth,high funding,low,0,after covid,11.0
foodpanda,"bucharest, non-u.s.",80.0,2022-05-26,0.2,food,acquired,749.0,romania,2022-05-28,5,2022,mature,very high funding,severe,0,after covid,20.0
dazn,"london, non-u.s.",50.0,2022-05-26,0.02,consumer,unknown,186.5,united kingdom,2022-06-11,5,2022,unknown,high funding,low,0,after covid,2.0
lacework,sf bay area,300.0,2022-05-25,0.2,security,series d,1900.0,united states,2022-05-25,5,2022,growth,very high funding,severe,0,after covid,20.0
bolt,sf bay area,240.0,2022-05-25,0.27,finance,series e,1300.0,united states,2022-05-25,5,2022,growth,very high funding,full shutdown,0,after covid,27.0
peerstreet,los angeles,75.0,2022-05-25,0.2,finance,series c,121.0,united states,2022-05-28,5,2022,growth,medium funding,severe,0,after covid,20.0
kontist,"berlin, non-u.s.",50.0,2022-05-25,0.25,finance,series b,53.0,germany,2022-05-25,5,2022,startup,low funding,full shutdown,0,after covid,25.0
nuri,"berlin, non-u.s.",45.0,2022-05-25,0.2,finance,series b,42.0,germany,2022-05-25,5,2022,startup,low funding,severe,0,after covid,20.0
coterie insurance,cincinnati,30.0,2022-05-25,0.2,finance,series b,70.0,united states,2022-05-27,5,2022,startup,medium funding,severe,0,after covid,20.0
airlift,"lahore, non-u.s.",65.0,2022-05-25,0.31,logistics,series b,109.0,pakistan,2022-05-25,5,2022,startup,medium funding,full shutdown,0,after covid,31.0
getir,"istanbul, non-u.s.",124.0,2022-05-25,0.14,food,series e,1800.0,turkey,2022-05-25,5,2022,growth,very high funding,moderate,0,after covid,14.000000000000002
zapp,"london, non-u.s.",124.0,2022-05-25,0.1,food,post-ipo,300.0,united kingdom,2022-05-27,5,2022,mature,high funding,low,0,after covid,10.0
gorillas,"berlin, non-u.s.",300.0,2022-05-24,0.5,food,series c,1300.0,germany,2022-05-24,5,2022,growth,very high funding,full shutdown,0,after covid,50.0
zenius,"jakarta, non-u.s.",200.0,2022-05-24,0.2,education,series b,20.0,indonesia,2022-05-25,5,2022,startup,low funding,severe,0,after covid,20.0
the zebra,austin,40.0,2022-05-24,0.2,finance,series d,256.0,united states,2022-05-25,5,2022,growth,high funding,severe,0,after covid,20.0
klarna,"stockholm, non-u.s.",700.0,2022-05-23,0.1,finance,unknown,3700.0,sweden,2022-05-23,5,2022,unknown,very high funding,low,0,after covid,10.0
paypal,sf bay area,83.0,2022-05-23,0.2,finance,post-ipo,216.0,united states,2022-05-26,5,2022,mature,high funding,severe,0,after covid,20.0
buenbit,"buenos aires, non-u.s.",80.0,2022-05-23,0.45,crypto,series a,11.0,argentina,2022-05-25,5,2022,startup,low funding,full shutdown,0,after covid,45.0
beyondminds,"tel aviv, non-u.s.",65.0,2022-05-23,1.0,data,series a,16.0,israel,2022-05-23,5,2022,startup,low funding,full shutdown,1,after covid,100.0
clickup,san diego,60.0,2022-05-23,0.07,product,series c,537.0,united states,2022-05-25,5,2022,growth,very high funding,low,0,after covid,7.000000000000001
airtime,new york city,30.0,2022-05-23,0.2,consumer,series b,33.0,united states,2022-08-17,5,2022,startup,low funding,severe,0,after covid,20.0
olist,"curitiba, non-u.s.",100.0,2022-05-23,0.18,retail,series e,322.0,brazil,2022-05-25,5,2022,growth,high funding,severe,0,after covid,18.0
mfine,"bengaluru, non-u.s.",600.0,2022-05-21,0.75,healthcare,series c,97.0,india,2022-05-22,5,2022,growth,medium funding,full shutdown,0,after covid,75.0
latch,new york city,130.0,2022-05-20,0.28,security,post-ipo,342.0,united states,2022-05-21,5,2022,mature,high funding,full shutdown,0,after covid,28.000000000000004
outside,boulder,87.0,2022-05-20,0.15,media,series b,174.0,united states,2022-05-22,5,2022,startup,medium funding,moderate,0,after covid,15.0
skillz,sf bay area,70.0,2022-05-20,0.1,consumer,post-ipo,287.0,united states,2022-05-21,5,2022,mature,high funding,low,0,after covid,10.0
cars24,"gurugram, non-u.s.",600.0,2022-05-19,0.06,transportation,series g,1300.0,india,2022-05-19,5,2022,growth,very high funding,low,0,after covid,6.0
vedantu,"bengaluru, non-u.s.",424.0,2022-05-18,0.07,education,series e,292.0,india,2022-05-18,5,2022,growth,high funding,low,0,after covid,7.000000000000001
netflix,sf bay area,150.0,2022-05-17,0.01,media,post-ipo,121900.0,united states,2022-05-17,5,2022,mature,very high funding,low,0,after covid,1.0
kry,"stockholm, non-u.s.",100.0,2022-05-17,0.1,healthcare,series d,568.0,sweden,2022-05-17,5,2022,growth,very high funding,low,0,after covid,10.0
picsart,miami,90.0,2022-05-17,0.08,consumer,series c,195.0,united states,2022-05-17,5,2022,growth,high funding,low,0,after covid,8.0
zak,"sao paulo, non-u.s.",100.0,2022-05-16,0.4,food,series a,29.0,brazil,2022-05-17,5,2022,startup,low funding,full shutdown,0,after covid,40.0
zulily,seattle,100.0,2022-05-16,0.18,retail,acquired,194.0,united states,2022-05-17,5,2022,mature,high funding,severe,0,after covid,18.0
aliexpress russia,"moscow, non-u.s.",400.0,2022-05-14,0.4,retail,acquired,60.0,russia,2022-05-14,5,2022,mature,low funding,full shutdown,0,after covid,40.0
thirty madison,new york city,24.0,2022-05-14,0.2,healthcare,acquired,209.0,united states,2022-05-16,5,2022,mature,high funding,severe,0,after covid,20.0
commonbond,new york city,22.0,2022-05-13,0.2,finance,series d,130.0,united states,2022-05-25,5,2022,growth,medium funding,severe,0,after covid,20.0
subspace,los angeles,75.0,2022-05-13,1.0,infrastructure,series b,67.0,united states,2022-05-17,5,2022,startup,medium funding,full shutdown,1,after covid,100.0
zwift,los angeles,150.0,2022-05-12,0.16,fitness,series c,619.0,united states,2022-05-12,5,2022,growth,very high funding,moderate,0,after covid,16.0
section4,new york city,32.0,2022-05-12,0.2,education,series a,37.0,united states,2022-05-12,5,2022,startup,low funding,severe,0,after covid,20.0
tripwire,portland,70.0,2022-05-12,0.1,security,acquired,29.0,united states,2022-05-12,5,2022,mature,low funding,low,0,after covid,10.0
datarobot,boston,70.0,2022-05-11,0.07,data,series g,1000.0,united states,2022-05-11,5,2022,growth,very high funding,low,0,after covid,7.000000000000001
carvana,phoenix,2500.0,2022-05-10,0.12,transportation,post-ipo,1600.0,united states,2022-05-10,5,2022,mature,very high funding,moderate,0,after covid,12.0
doma,sf bay area,310.0,2022-05-10,0.15,finance,post-ipo,679.0,united states,2022-05-12,5,2022,mature,very high funding,moderate,0,after covid,15.0
pollen,"london, non-u.s.",200.0,2022-05-10,0.33,travel,series c,238.0,united kingdom,2022-05-20,5,2022,growth,high funding,full shutdown,0,after covid,33.0
latch,new york city,30.0,2022-05-10,0.06,security,post-ipo,342.0,united states,2022-05-12,5,2022,mature,high funding,low,0,after covid,6.0
meero,"paris, non-u.s.",350.0,2022-05-09,0.5,other,series c,293.0,france,2023-03-04,5,2022,growth,high funding,full shutdown,0,after covid,50.0
vroom,new york city,270.0,2022-05-09,0.14,transportation,post-ipo,1300.0,united states,2022-05-10,5,2022,mature,very high funding,moderate,0,after covid,14.000000000000002
reef,miami,750.0,2022-05-06,0.05,transportation,unknown,1500.0,united states,2022-05-06,5,2022,unknown,very high funding,low,0,after covid,5.0
divvydose,davenport,62.0,2022-05-06,0.2,healthcare,acquired,85.0,united states,2022-05-14,5,2022,mature,medium funding,severe,0,after covid,20.0
vedantu,"bengaluru, non-u.s.",200.0,2022-05-05,0.03,education,series e,292.0,india,2022-05-07,5,2022,growth,high funding,low,0,after covid,3.0
progrexion,salt lake city,100.0,2022-05-05,0.2,finance,acquired,202.0,united states,2023-04-19,5,2022,mature,high funding,severe,0,after covid,20.0
mural,sf bay area,90.0,2022-05-05,0.1,product,series c,192.0,united states,2022-05-06,5,2022,growth,high funding,low,0,after covid,10.0
ondeck,sf bay area,72.0,2022-05-05,0.25,education,series a,20.0,united states,2022-05-05,5,2022,startup,low funding,full shutdown,0,after covid,25.0
send,"sydney, non-u.s.",300.0,2022-05-04,1.0,food,seed,3.0,australia,2022-05-09,5,2022,startup,low funding,full shutdown,1,after covid,100.0
colossus,boston,97.0,2022-05-04,0.25,energy,series a,41.0,united states,2022-05-12,5,2022,startup,low funding,full shutdown,0,after covid,25.0
cameo,chicago,87.0,2022-05-04,0.25,consumer,unknown,165.0,united states,2022-05-04,5,2022,unknown,medium funding,full shutdown,0,after covid,25.0
mainstreet,sf bay area,45.0,2022-05-04,0.3,finance,series a,64.0,united states,2022-05-05,5,2022,startup,medium funding,full shutdown,0,after covid,30.0
ideoclick,seattle,40.0,2022-05-04,0.18,retail,series a,7.0,united states,2022-05-09,5,2022,startup,low funding,severe,0,after covid,18.0
vise,new york city,25.0,2022-05-04,0.2,finance,series c,128.0,united states,2022-05-04,5,2022,growth,medium funding,severe,0,after covid,20.0
bizpay,"sydney, non-u.s.",75.0,2022-05-04,0.3,finance,unknown,45.0,australia,2022-05-12,5,2022,unknown,low funding,full shutdown,0,after covid,30.0
thrasio,boston,100.0,2022-05-02,0.18,retail,unknown,3400.0,united states,2022-05-02,5,2022,unknown,very high funding,severe,0,after covid,18.0
avo,"tel aviv, non-u.s.",500.0,2022-05-01,0.67,food,series b,45.0,israel,2022-05-02,5,2022,startup,low funding,full shutdown,0,after covid,67.0
noom,new york city,495.0,2022-04-29,0.2,healthcare,series f,657.0,united states,2022-05-02,4,2022,growth,very high funding,severe,0,after covid,20.0
domestika,sf bay area,150.0,2022-04-28,0.19,education,series d,130.0,united states,2022-07-25,4,2022,growth,medium funding,severe,0,after covid,19.0
netflix,sf bay area,25.0,2022-04-28,0.15,media,post-ipo,121900.0,united states,2022-05-12,4,2022,mature,very high funding,moderate,0,after covid,15.0
wahoo fitness,atlanta,50.0,2022-04-27,0.16,fitness,unknown,186.5,united states,2022-06-19,4,2022,unknown,high funding,moderate,0,after covid,16.0
robinhood,sf bay area,340.0,2022-04-26,0.09,finance,post-ipo,5600.0,united states,2022-04-26,4,2022,mature,very high funding,low,0,after covid,9.0
bonsai,"toronto, non-u.s.",29.0,2022-04-26,0.34,retail,series a,27.0,canada,2022-06-21,4,2022,startup,low funding,full shutdown,0,after covid,34.0
sigfox,"toulouse, non-u.s.",64.0,2022-04-25,0.15,other,acquired,277.0,france,2023-02-23,4,2022,mature,high funding,moderate,0,after covid,15.0
clyde,new york city,22.0,2022-04-25,0.14,marketing,series b,58.0,united states,2022-05-11,4,2022,startup,low funding,moderate,0,after covid,14.000000000000002
xiaohongshu,"shanghai, non-u.s.",180.0,2022-04-21,0.09,consumer,series e,917.0,china,2022-04-23,4,2022,growth,very high funding,low,0,after covid,9.0
facily,"sao paulo, non-u.s.",260.0,2022-04-20,0.3,retail,series d,502.0,brazil,2022-04-27,4,2022,growth,very high funding,full shutdown,0,after covid,30.0
lemonade,new york city,52.0,2022-04-20,0.2,finance,post-ipo,481.0,united states,2022-05-28,4,2022,mature,very high funding,severe,0,after covid,20.0
blend,sf bay area,200.0,2022-04-19,0.1,finance,post-ipo,665.0,united states,2022-04-20,4,2022,mature,very high funding,low,0,after covid,10.0
quintoandar,"sao paulo, non-u.s.",160.0,2022-04-19,0.04,real estate,series e,755.0,brazil,2022-04-24,4,2022,growth,very high funding,low,0,after covid,4.0
loft,"sao paulo, non-u.s.",159.0,2022-04-19,0.22,real estate,unknown,788.0,brazil,2022-04-24,4,2022,unknown,very high funding,full shutdown,0,after covid,22.0
better.com,new york city,100.0,2022-04-19,0.22,real estate,unknown,905.0,united states,2022-04-19,4,2022,unknown,very high funding,full shutdown,0,after covid,22.0
automox,boulder,75.0,2022-04-18,0.11,infrastructure,series c,152.0,united states,2022-05-09,4,2022,growth,medium funding,low,0,after covid,11.0
humble,sf bay area,10.0,2022-04-15,0.15,media,acquired,4.0,united states,2022-06-14,4,2022,mature,low funding,moderate,0,after covid,15.0
halcyon health,new york city,82.0,2022-04-15,1.0,healthcare,unknown,2.0,united states,2022-04-15,4,2022,unknown,low funding,full shutdown,1,after covid,100.0
ahead,sf bay area,44.0,2022-04-14,1.0,healthcare,unknown,9.0,united states,2022-04-15,4,2022,unknown,low funding,full shutdown,1,after covid,100.0
truepill,sf bay area,82.0,2022-04-14,0.2,healthcare,series d,255.0,united states,2022-05-11,4,2022,growth,high funding,severe,0,after covid,20.0
rad power bikes,seattle,100.0,2022-04-12,0.14,transportation,series d,329.0,united states,2022-05-05,4,2022,growth,high funding,moderate,0,after covid,14.000000000000002
meesho,"bengaluru, non-u.s.",150.0,2022-04-11,0.18,retail,series f,1100.0,india,2022-04-15,4,2022,growth,very high funding,severe,0,after covid,18.0
food52,new york city,20.0,2022-04-08,0.1,food,acquired,176.0,united states,2022-05-07,4,2022,mature,medium funding,low,0,after covid,10.0
unacademy,"bengaluru, non-u.s.",1000.0,2022-04-07,0.17,education,series h,838.0,india,2022-04-07,4,2022,mature,very high funding,severe,0,after covid,17.0
goodfood,"calgary, non-u.s.",70.0,2022-04-07,0.2,food,post-ipo,16.0,canada,2022-08-11,4,2022,mature,low funding,severe,0,after covid,20.0
workrise,austin,450.0,2022-04-05,0.25,energy,series e,752.0,united states,2022-03-25,4,2022,growth,very high funding,full shutdown,0,after covid,25.0
fast,sf bay area,75.0,2022-04-05,1.0,finance,series b,124.0,united states,2022-04-05,4,2022,startup,medium funding,full shutdown,1,after covid,100.0
bitmex,non-u.s.,75.0,2022-04-04,0.25,crypto,seed,4.5,seychelles,2022-04-05,4,2022,startup,low funding,full shutdown,0,after covid,25.0
legible,"vancouver, non-u.s.",23.0,2022-04-04,0.38,media,post-ipo,3.0,canada,2022-04-15,4,2022,mature,low funding,full shutdown,0,after covid,38.0
lightico,"tel aviv, non-u.s.",20.0,2022-03-31,0.2,finance,series b,42.0,israel,2023-02-07,3,2022,startup,low funding,severe,0,after covid,20.0
sea,"bengaluru, non-u.s.",350.0,2022-03-30,0.18,retail,post-ipo,8600.0,india,2022-03-30,3,2022,mature,very high funding,severe,0,after covid,18.0
rasa,"berlin, non-u.s.",59.0,2022-03-30,0.4,data,series b,40.0,germany,2022-03-30,3,2022,startup,low funding,full shutdown,0,after covid,40.0
gopuff,philadelphia,450.0,2022-03-29,0.03,food,series h,3400.0,united states,2022-03-30,3,2022,mature,very high funding,low,0,after covid,3.0
thinkific,"vancouver, non-u.s.",100.0,2022-03-29,0.2,education,post-ipo,22.0,canada,2022-03-30,3,2022,mature,low funding,severe,0,after covid,20.0
furlenco,"bengaluru, non-u.s.",180.0,2022-03-26,0.18,retail,series d,228.0,india,2022-03-28,3,2022,growth,high funding,severe,0,after covid,18.0
grove collaborative,sf bay area,100.0,2022-03-19,0.17,retail,series e,474.0,united states,2022-03-30,3,2022,growth,very high funding,severe,0,after covid,17.0
storytel,"stockholm, non-u.s.",100.0,2022-03-17,0.1,media,post-ipo,275.0,sweden,2022-05-17,3,2022,mature,high funding,low,0,after covid,10.0
curology,sf bay area,150.0,2022-03-16,0.2,healthcare,series d,19.0,united states,2022-03-18,3,2022,growth,low funding,severe,0,after covid,20.0
trell,"bengaluru, non-u.s.",300.0,2022-03-15,0.5,retail,series b,62.0,india,2022-05-07,3,2022,startup,low funding,full shutdown,0,after covid,50.0
knock,new york city,115.0,2022-03-15,0.46,real estate,unknown,654.0,united states,2022-03-17,3,2022,unknown,very high funding,full shutdown,0,after covid,46.0
talis biomedical,sf bay area,82.0,2022-03-15,0.25,healthcare,post-ipo,8.0,united states,2022-06-17,3,2022,mature,low funding,full shutdown,0,after covid,25.0
sezzle,minneapolis,75.0,2022-03-10,0.2,finance,post-ipo,301.0,united states,2022-03-11,3,2022,mature,high funding,severe,0,after covid,20.0
better.com,new york city,3000.0,2022-03-08,0.33,real estate,unknown,905.0,united states,2022-03-09,3,2022,unknown,very high funding,full shutdown,0,after covid,33.0
adaptive biotechnologies,seattle,100.0,2022-03-08,0.12,healthcare,post-ipo,406.0,united states,2022-05-29,3,2022,mature,high funding,moderate,0,after covid,12.0
hyperscience,new york city,100.0,2022-03-03,0.25,data,series e,289.0,united states,2022-03-04,3,2022,growth,high funding,full shutdown,0,after covid,25.0
wedoctor,non-u.s.,500.0,2022-03-02,0.2,healthcare,series f,1400.0,china,2022-03-05,3,2022,growth,very high funding,severe,0,after covid,20.0
wish,sf bay area,190.0,2022-03-01,0.15,retail,post-ipo,1600.0,united states,2022-05-14,3,2022,mature,very high funding,moderate,0,after covid,15.0
ifit,logan,135.0,2022-02-25,0.16,fitness,private equity,200.0,united states,2022-11-22,2,2022,mature,high funding,moderate,0,after covid,16.0
okcredit,"new delhi, non-u.s.",30.0,2022-02-24,0.2,finance,series b,85.0,india,2022-02-26,2,2022,startup,medium funding,severe,0,after covid,20.0
lido,"mumbai, non-u.s.",150.0,2022-02-21,0.2,education,series a,24.0,india,2022-02-22,2,2022,startup,low funding,severe,0,after covid,20.0
virgin hyperloop,los angeles,111.0,2022-02-21,0.5,transportation,unknown,368.0,united states,2022-02-22,2,2022,unknown,high funding,full shutdown,0,after covid,50.0
trustly,"stockholm, non-u.s.",120.0,2022-02-17,0.2,finance,acquired,28.0,sweden,2022-05-17,2,2022,mature,low funding,severe,0,after covid,20.0
liv up,"sao paulo, non-u.s.",100.0,2022-02-16,0.15,food,series d,118.0,brazil,2022-04-27,2,2022,growth,medium funding,moderate,0,after covid,15.0
homie,salt lake city,119.0,2022-02-14,0.29,real estate,series b,35.0,united states,2022-02-11,2,2022,startup,low funding,full shutdown,0,after covid,28.999999999999996
hopin,"london, non-u.s.",138.0,2022-02-10,0.12,other,series d,1000.0,united kingdom,2022-02-11,2,2022,growth,very high funding,moderate,0,after covid,12.0
daily harvest,new york city,60.0,2022-02-10,0.2,food,series d,120.0,united states,2023-02-10,2,2022,growth,medium funding,severe,0,after covid,20.0
peloton,new york city,2800.0,2022-02-08,0.2,fitness,post-ipo,1900.0,united states,2022-02-08,2,2022,mature,very high funding,severe,0,after covid,20.0
defined.ai,seattle,79.0,2022-02-07,0.14,data,series b,78.0,united states,2022-07-07,2,2022,startup,medium funding,moderate,0,after covid,14.000000000000002
rhino,new york city,57.0,2022-02-03,0.2,real estate,unknown,133.0,united states,2022-02-04,2,2022,unknown,medium funding,severe,0,after covid,20.0
gopuff,philadelphia,100.0,2022-01-26,0.2,food,series h,3400.0,united states,2022-02-04,1,2022,mature,very high funding,severe,0,after covid,20.0
glossier,new york city,80.0,2022-01-26,0.33,consumer,series e,266.0,united states,2022-01-26,1,2022,growth,high funding,full shutdown,0,after covid,33.0
root insurance,columbus,330.0,2022-01-20,0.2,finance,post-ipo,527.0,united states,2022-01-23,1,2022,mature,very high funding,severe,0,after covid,20.0
protonn,"bengaluru, non-u.s.",112.0,2022-01-20,1.0,other,seed,9.0,india,2023-12-04,1,2022,startup,low funding,full shutdown,1,after covid,100.0
spin,sf bay area,128.0,2022-01-08,0.25,transportation,acquired,8.0,united states,2022-01-09,1,2022,mature,low funding,full shutdown,0,after covid,25.0
delivery hero,"berlin, non-u.s.",300.0,2021-12-22,0.2,food,post-ipo,8300.0,germany,2021-12-30,12,2021,mature,very high funding,severe,0,covid period,20.0
ifit,logan,135.0,2021-12-08,0.16,fitness,private equity,200.0,united states,2022-11-22,12,2021,mature,high funding,moderate,0,covid period,16.0
better.com,new york city,900.0,2021-12-01,0.09,real estate,unknown,905.0,united states,2021-12-01,12,2021,unknown,very high funding,low,0,covid period,9.0
bittitan,seattle,70.0,2021-11-18,0.27,data,acquired,46.0,united states,2021-11-20,11,2021,mature,low funding,full shutdown,0,covid period,27.0
zillow,seattle,2000.0,2021-11-02,0.25,real estate,post-ipo,97.0,united states,2021-11-02,11,2021,mature,medium funding,full shutdown,0,covid period,25.0
invision,new york city,22.0,2021-10-05,0.16,product,unknown,356.0,united states,2022-05-07,10,2021,unknown,high funding,moderate,0,covid period,16.0
ozy media,sf bay area,50.0,2021-10-01,1.0,media,series c,70.0,united states,2021-10-01,10,2021,growth,medium funding,full shutdown,1,covid period,100.0
zymergen,sf bay area,120.0,2021-09-23,0.15,other,post-ipo,974.0,united states,2021-09-25,9,2021,mature,very high funding,moderate,0,covid period,15.0
imperfect foods,sf bay area,124.0,2021-09-22,0.2,food,series d,229.0,united states,2022-06-14,9,2021,growth,high funding,severe,0,covid period,20.0
genius,new york city,129.5,2021-09-15,0.17,consumer,acquired,78.0,united states,2021-09-16,9,2021,mature,medium funding,severe,0,covid period,17.0
treehouse,portland,41.0,2021-09-14,0.9,education,series b,12.0,united states,2021-10-27,9,2021,startup,low funding,full shutdown,0,covid period,90.0
casper,new york city,100.0,2021-09-14,0.18,retail,post-ipo,339.0,united states,2021-09-15,9,2021,mature,high funding,severe,0,covid period,18.0
tanium,seattle,30.0,2021-08-30,0.1,security,unknown,1000.0,united states,2022-06-07,8,2021,unknown,very high funding,low,0,covid period,10.0
flockjay,sf bay area,37.0,2021-08-24,0.5,education,series a,14.0,united states,2021-08-24,8,2021,startup,low funding,full shutdown,0,covid period,50.0
bytedance,"shanghai, non-u.s.",1800.0,2021-08-05,0.17,consumer,unknown,9400.0,china,2021-08-05,8,2021,unknown,very high funding,severe,0,covid period,17.0
pagarbook,"bengaluru, non-u.s.",80.0,2021-07-26,0.15,hr,series a,17.0,india,2021-07-29,7,2021,startup,low funding,moderate,0,covid period,15.0
katerra,sf bay area,2434.0,2021-06-01,1.0,construction,unknown,1600.0,united states,2021-06-01,6,2021,unknown,very high funding,full shutdown,1,covid period,100.0
sumup,"london, non-u.s.",75.0,2021-05-05,0.2,finance,unknown,53.0,united kingdom,2021-05-06,5,2021,unknown,low funding,severe,0,covid period,20.0
lambda school,sf bay area,65.0,2021-04-29,0.2,education,series c,122.0,united states,2021-04-30,4,2021,growth,medium funding,severe,0,covid period,20.0
madefire,sf bay area,50.0,2021-04-29,1.0,media,series b,16.0,united states,2021-04-30,4,2021,startup,low funding,full shutdown,1,covid period,100.0
patreon,sf bay area,36.0,2021-04-26,0.15,media,series d,165.0,united states,2021-04-29,4,2021,growth,medium funding,moderate,0,covid period,15.0
new relic,sf bay area,160.0,2021-04-06,0.07,infrastructure,post-ipo,214.5,united states,2021-04-07,4,2021,mature,high funding,low,0,covid period,7.000000000000001
medium,sf bay area,50.0,2021-03-24,0.15,media,series c,132.0,united states,2021-03-27,3,2021,growth,medium funding,moderate,0,covid period,15.0
huffpo,new york city,47.0,2021-03-09,0.15,media,acquired,37.0,united states,2021-03-09,3,2021,mature,low funding,moderate,0,covid period,15.0
subspace,los angeles,75.0,2021-03-03,0.12,infrastructure,series b,67.0,united states,2021-03-04,3,2021,startup,medium funding,moderate,0,covid period,12.0
clumio,sf bay area,79.0,2021-03-01,0.14,data,series c,186.0,united states,2021-03-04,3,2021,growth,medium funding,moderate,0,covid period,14.000000000000002
dji,sf bay area,129.5,2021-02-24,0.17,consumer,unknown,105.0,united states,2021-02-25,2,2021,unknown,medium funding,severe,0,covid period,17.0
ninjacart,"bengaluru, non-u.s.",200.0,2021-02-23,0.2,food,unknown,194.0,india,2021-02-23,2,2021,unknown,high funding,severe,0,covid period,20.0
bounce,"bengaluru, non-u.s.",200.0,2021-02-22,0.4,transportation,series d,214.2,india,2021-02-22,2,2021,growth,high funding,full shutdown,0,covid period,40.0
thredup,chicago,243.0,2021-02-09,0.18,retail,series f,305.0,united states,2021-02-09,2,2021,growth,high funding,severe,0,covid period,18.0
indigo,boston,80.0,2021-02-09,0.15,other,series f,1200.0,united states,2021-02-11,2,2021,growth,very high funding,moderate,0,covid period,15.0
limelight,new york city,13.0,2021-02-04,1.0,recruiting,unknown,186.5,united states,2021-02-05,2,2021,unknown,high funding,full shutdown,1,covid period,100.0
quandoo,"berlin, non-u.s.",87.0,2021-02-03,0.2,food,acquired,39.0,germany,2021-02-18,2,2021,mature,low funding,severe,0,covid period,20.0
hubba,"toronto, non-u.s.",45.0,2021-02-01,1.0,retail,series b,61.0,canada,2021-02-03,2,2021,startup,low funding,full shutdown,1,covid period,100.0
bytedance,"mumbai, non-u.s.",1800.0,2021-01-27,0.17,consumer,unknown,7400.0,india,2021-01-28,1,2021,unknown,very high funding,severe,0,covid period,17.0
privitar,"london, non-u.s.",20.0,2021-01-27,0.14,data,series c,150.0,united kingdom,2021-01-28,1,2021,growth,medium funding,moderate,0,covid period,14.000000000000002
shutterfly,sf bay area,800.0,2021-01-25,0.18,retail,acquired,50.0,united states,2023-01-26,1,2021,mature,low funding,severe,0,covid period,18.0
postmates,sf bay area,180.0,2021-01-23,0.15,food,acquired,763.0,united states,2021-01-25,1,2021,mature,very high funding,moderate,0,covid period,15.0
instacart,sf bay area,1877.0,2021-01-21,0.2,food,unknown,2400.0,united states,2021-01-21,1,2021,unknown,very high funding,severe,0,covid period,20.0
pocketmath,singapore,21.0,2021-01-20,1.0,marketing,unknown,20.0,singapore,2021-01-21,1,2021,unknown,low funding,full shutdown,1,covid period,100.0
dropbox,sf bay area,315.0,2021-01-13,0.15,product,post-ipo,1700.0,united states,2021-01-13,1,2021,mature,very high funding,moderate,0,covid period,15.0
aura financial,sf bay area,75.0,2021-01-11,1.0,finance,unknown,584.0,united states,2021-01-28,1,2021,unknown,very high funding,full shutdown,1,covid period,100.0
simple,portland,75.0,2021-01-07,1.0,finance,acquired,15.0,united states,2021-01-08,1,2021,mature,low funding,full shutdown,1,covid period,100.0
whitehat jr,"mumbai, non-u.s.",1800.0,2021-01-06,0.2,education,acquired,11.0,india,2021-01-11,1,2021,mature,low funding,severe,0,covid period,20.0
pulse secure,sf bay area,78.0,2020-12-23,0.1,security,acquired,85.0,united states,2020-12-28,12,2020,mature,medium funding,low,0,covid period,10.0
breather,"montreal, non-u.s.",120.0,2020-12-16,0.8,real estate,series d,131.0,canada,2020-12-17,12,2020,growth,medium funding,full shutdown,0,covid period,80.0
